metric,env_id,experiment,comparison,variant,variant_label,series,train_delay,eval_delay,x_value,x_label,iqm,q1,q3,n
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_stochastic,train_stochastic_eval_stochastic,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(0,0-10)","(0,0-20)",20.0,"(0,0-20)",0.052776056325443806,0.04455493217975243,0.0610084610236382,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_stochastic,train_stochastic_eval_stochastic,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(0,0-10)","(0,0-5)",5.0,"(0,0-5)",0.05497483269241571,0.04556909603760915,0.0647956797696167,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_stochastic,train_stochastic_eval_stochastic,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,0-10)","(0,0-10)",10.0,"(0,0-10)",0.049320197510854646,0.041521641633463544,0.059932698992689874,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_stochastic,train_stochastic_eval_stochastic,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,0-10)","(0,0-15)",15.0,"(0,0-15)",0.04984642182661378,0.042072388574974,0.05954906965045667,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_stochastic,train_stochastic_eval_stochastic,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,0-10)","(0,0-20)",20.0,"(0,0-20)",0.05061673724000665,0.04162947406170658,0.05896328068773065,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_stochastic,train_stochastic_eval_stochastic,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,0-10)","(0,0-5)",5.0,"(0,0-5)",0.051499666821777375,0.04266659059245485,0.06180352186868427,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_stochastic,train_stochastic_eval_stochastic,unseen,Unseen delay,Unseen delay,"(0,0-10)","(0,0-10)",10.0,"(0,0-10)",0.03173648744305801,0.0202352224609852,0.04430958157294537,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_stochastic,train_stochastic_eval_stochastic,unseen,Unseen delay,Unseen delay,"(0,0-10)","(0,0-15)",15.0,"(0,0-15)",0.02855715648105674,0.0188475458806327,0.03892284696596062,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_stochastic,train_stochastic_eval_stochastic,unseen,Unseen delay,Unseen delay,"(0,0-10)","(0,0-20)",20.0,"(0,0-20)",0.028893732545133326,0.019377238953167876,0.03792462254048512,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_stochastic,train_stochastic_eval_stochastic,unseen,Unseen delay,Unseen delay,"(0,0-10)","(0,0-5)",5.0,"(0,0-5)",0.03221156534774804,0.0216945943662162,0.04294795699017817,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,state_constant,state_info_constant,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(20,20)","(20,20)",0.0,Augmented (+action buffer),0.11568725357064973,0.05069785677062873,0.2289072825772953,100
